"",Cell_Line,Compound,Doses,IC50
"1769",NCIH810,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.466829419
"1770",NCIN87,IRINOTECAN,,
"1771",NUGC3,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.051157556
"1772",NUGC4,IRINOTECAN,,
"1773",OC314,IRINOTECAN,,
"1774",OCIAML2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.08137615
"1775",OCIAML5,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.072669894
"1776",OCUM1,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.256819844
"1777",OE21,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.519156873
"1778",OE33,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.10038691
"1779",ONS76,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.580970824
"1780",OPM2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.059301183
"1781",OV90,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.226904228
"1782",OVCAR4,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.580782056
"1783",OVCAR8,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.076275177
"1784",OVTOKO,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.282552302
"1785",P12ICHIKAWA,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.021059502
"1786",P31FUJ,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.118088782
"1787",PANC0203,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.438172162
"1788",PANC0327,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.141366243
"1789",PANC0403,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.453512251
"1790",PANC1005,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.165120766
"1791",PATU8902,IRINOTECAN,,
"1792",PC14,IRINOTECAN,,
"1793",PC3,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.391232997
"1794",PSN1,IRINOTECAN,,
"1795",QGP1,IRINOTECAN,,
"1796",RAJI,IRINOTECAN,,
"1797",RD,IRINOTECAN,,
"1798",REH,IRINOTECAN,,
"1799",RERFGC1B,IRINOTECAN,,
"1800",RERFLCMS,IRINOTECAN,,
"1801",RKN,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.215337321
"1802",RKO,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.240451589
"1803",RL952,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",2.114158869
"1804",RPMI7951,IRINOTECAN,,
"1805",RPMI8402,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.029797392
"1806",RT112,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.231587827
"1807",RT4,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.389254719
"1808",RVH421,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",2.83050251
"1809",SAOS2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.143189043
"1810",SBC5,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.212178454
"1811",SCABER,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.253975421
"1812",SCC25,IRINOTECAN,,
"1813",SCC9,IRINOTECAN,,
"1814",SF126,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.125173897
"1815",SF295,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.196908399
"1816",SHP77,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.929042816
"1817",SIGM5,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.067426525
"1818",SIMA,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.042342495
"1819",SJRH30,IRINOTECAN,,
"1820",SJSA1,IRINOTECAN,,
"1821",SKCO1,IRINOTECAN,,
"1822",SKES1,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.027182899
"1823",SKHEP1,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.494542003
"1824",SKLMS1,IRINOTECAN,,
"1825",SKLU1,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.246181339
"1826",SKMEL2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.855546892
"1827",SKMEL24,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.17700699
"1828",SKMEL30,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.162807584
"1829",SKMEL31,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",2.318071604
"1830",SKMEL5,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.169432431
"1831",SKMES1,IRINOTECAN,,
"1832",SKMM2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",2.666969299
"1833",SKNAS,IRINOTECAN,,
"1834",SKNDZ,IRINOTECAN,,
"1835",SKNFI,IRINOTECAN,,
"1836",SKNSH,IRINOTECAN,,
"1837",SKOV3,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.300980896
"1838",SNGM,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.51800251
"1839",SNU182,IRINOTECAN,,
"1840",SNU387,IRINOTECAN,,
"1841",SNU398,IRINOTECAN,,
"1842",SNU423,IRINOTECAN,,
"1843",SNU449,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.140779734
"1844",SNU475,IRINOTECAN,,
"1845",SU8686,IRINOTECAN,,
"1846",SUDHL10,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.276485264
"1847",SUDHL4,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.058299471
"1848",SUDHL6,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.115588643
"1849",SUDHL8,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.026439931
"1850",SUIT2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.122101009
"1851",SUPM2,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.028892279
"1852",SUPT1,IRINOTECAN,,
"1853",SW1088,IRINOTECAN,,
"1854",SW1271,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.22140196
"1855",SW1417,IRINOTECAN,,
"1856",SW1573,IRINOTECAN,,
"1857",SW1990,IRINOTECAN,,
"1858",SW403,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.1093245
"1859",SW48,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.081428669
"1860",SW620,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.099334568
"1861",SW780,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.463058263
"1862",SW900,IRINOTECAN,,
"1863",T24,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.064731821
"1864",T47D,IRINOTECAN,,
"1865",T84,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",6.51297035
"1866",T98G,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.949372947
"1867",TC71,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.187918454
"1868",TCCSUP,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.663574755
"1869",TE1,IRINOTECAN,,
"1870",TE11,IRINOTECAN,,
"1871",TE15,IRINOTECAN,,
"1872",TE5,IRINOTECAN,,
"1873",TE9,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.203579873
"1874",TOV112D,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.124151275
"1875",TOV21G,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.345193356
"1876",TT2609C02,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.100279018
"1877",TYKNU,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.091407262
"1878",U118MG,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.19118841
"1879",U2OS,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.658780694
"1880",U87MG,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.791709542
"1881",UACC257,IRINOTECAN,,
"1882",UACC62,IRINOTECAN,,
"1883",UACC812,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.588083982
"1884",UMUC3,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.626409352
"1885",VMRCLCD,IRINOTECAN,,
"1886",VMRCRCW,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",0.344637007
"1887",VMRCRCZ,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.191046834
"1888",WM115,IRINOTECAN,,
"1889",YKG1,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.712632179
"1890",ZR7530,IRINOTECAN,".0025,.0080,.025,.080,.25,.80,2.53,8",1.559987545
"1891",22RV1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.847305298
"1892",42MGBA,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1893",5637,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",2.30776763
"1894",639V,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1895",697,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.849476227
"1896",769P,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.057461143
"1897",7860,LAPATINIB,,
"1898",8305C,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1899",8505C,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1900",8MGBA,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",5.226619908
"1901",A172,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1902",A204,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.399832726
"1903",A2058,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1904",A253,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1905",A2780,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.146677494
"1906",A375,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1907",A549,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.227246284
"1908",A673,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1909",ACHN,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1910",ALLSIL,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.289489746
"1911",AMO1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.256446651
"1912",AN3CA,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1913",ASPC1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",2.785627519
"1914",AU565,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.183209524
"1915",BCPAP,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1916",BFTC909,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1917",BL41,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",5.89598608
"1918",BL70,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1919",BT20,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1920",BT474,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.116183236
"1921",BT549,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1922",BXPC3,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.599786282
"1923",C2BBE1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.09934473
"1924",C32,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1925",C3A,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1926",CAL12T,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.951666355
"1927",CAL27,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.688771248
"1928",CAL78,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1929",CAL851,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.899548173
"1930",CALU3,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.4945876
"1931",CALU6,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1932",CAMA1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1933",CAPAN2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1934",CAS1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1935",CCK81,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.240194838
"1936",CHL1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.675993323
"1937",CHP212,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1938",COLO205,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1939",COLO678,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1940",COLO679,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1941",COLO741,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1942",CORL105,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1943",CORL23,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1944",DAOY,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1945",DBTRG05MG,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1946",DEL,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.89677763
"1947",DETROIT562,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1948",DKMG,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1949",DMS114,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1950",DOHH2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.706622675
"1951",DOV13,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1952",DU145,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1953",EB2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1954",EBC1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.37237215
"1955",EFM19,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1956",EFO21,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1957",EFO27,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1958",EM2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1959",EN,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1960",ES2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1961",ESS1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.373962402
"1962",FADU,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.823072731
"1963",FU97,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1964",FUOV1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1965",G361,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",3.047757149
"1966",G401,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1967",G402,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1968",GAMG,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1969",GB1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1970",GCIY,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.255415916
"1971",GCT,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.213954926
"1972",GI1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1973",GMS10,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1974",GRANTA519,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1975",H4,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1976",HARA,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.656740665
"1977",HCC1187,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1978",HCC1395,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1979",HCC15,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1980",HCC1569,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1981",HCC1806,LAPATINIB,".0080,.025,.080,.25,.80,2.53,8",4.378564953
"1982",HCC1954,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.457828045
"1983",HCC44,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1984",HCC56,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1985",HCC70,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.363319874
"1986",HCC78,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1987",HCC827,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.372133989
"1988",HCT116,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1989",HCT15,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.666832924
"1990",HDMYZ,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.012477875
"1991",HDQP1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",3.104604244
"1992",HGC27,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1993",HH,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1994",HLE,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1995",HOS,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1996",HPAC,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1997",HPAFII,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.22283268
"1998",HS578T,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"1999",HS683,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2000",HS746T,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2001",HS766T,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2002",HS939T,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2003",HSC2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2004",HT,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.772954499
"2005",HT1080,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2006",HT1197,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2007",HT1376,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.084046364
"2008",HT144,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2009",HT29,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",5.884946823
"2010",HUCCT1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2011",HUH1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2012",HUPT3,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2013",HUPT4,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.055700302
"2014",IALM,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2015",IGR37,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2016",IGROV1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2017",IM95,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2018",IPC298,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2019",ISTMES1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2020",J82,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2021",JHH2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2022",JHH4,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2023",JHH6,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2024",JHH7,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",4.924770355
"2025",JHOS2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2026",JHOS4,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.408363342
"2027",JM1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2028",JURKAT,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.770286083
"2029",JVM3,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2030",KALS1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2031",KARPAS299,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2032",KARPAS422,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2033",KARPAS620,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2034",KCL22,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.807744503
"2035",KELLY,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2036",KG1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2037",KLE,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2038",KMRC1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2039",KMS11,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.795879364
"2040",KMS12BM,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2041",KNS42,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2042",KNS62,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2043",KO52,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2044",KP1N,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2045",KP2,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2046",KP3,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2047",KP4,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2048",KU812,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2049",KURAMOCHI,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2050",KYM1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2051",KYSE140,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.688929975
"2052",KYSE150,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2053",KYSE180,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.876243353
"2054",KYSE30,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.858886242
"2055",KYSE410,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",3.808474779
"2056",KYSE450,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",2.574542999
"2057",KYSE510,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2058",KYSE520,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",3.773011446
"2059",KYSE70,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2060",L363,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2061",L428,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2062",LCLC103H,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2063",LN18,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2064",LN229,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2065",LOUNH91,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2066",LOXIMVI,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2067",LP1,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.779385119
"2068",LS123,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2069",LS411N,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2070",LS513,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",2.88055253
"2071",MALME3M,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",7.32541132
"2072",MC116,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2073",MCAS,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.324099541
"2074",MCF7,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",2.845193863
"2075",MDAMB157,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2076",MDAMB175VII,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",0.46874091
"2077",MDAMB415,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2078",MDAMB436,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2079",MDAMB453,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.437899709
"2080",MDAMB468,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",2.312558651
"2081",MEG01,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2082",MELHO,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",6.552443981
"2083",MESSA,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2084",MEWO,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2085",MFE280,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2086",MFE296,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"2087",MFE319,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",1.026923045
"2088",MG63,LAPATINIB,".0025,.0080,.025,.080,.25,.80,2.53,8",8
